bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author_id,language_id,publisher_id
13425,The First Philosophers: The Presocratics and Sophists,Robin Waterfield,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,142,1,131
13425,The First Philosophers: The Presocratics and Sophists,Anaximander,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3297,1,131
13425,The First Philosophers: The Presocratics and Sophists,Anaximenes,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3298,1,131
13425,The First Philosophers: The Presocratics and Sophists,Empedocles,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3299,1,131
13425,The First Philosophers: The Presocratics and Sophists,Gorgias Of Leontini,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3300,1,131
13425,The First Philosophers: The Presocratics and Sophists,Heraclitus,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3301,1,131
13425,The First Philosophers: The Presocratics and Sophists,Parmenides,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3302,1,131
13425,The First Philosophers: The Presocratics and Sophists,Protagoras,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3303,1,131
13425,The First Philosophers: The Presocratics and Sophists,Pythagoras,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3304,1,131
13425,The First Philosophers: The Presocratics and Sophists,Thales,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3305,1,131
13425,The First Philosophers: The Presocratics and Sophists,Thrasymachus,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3306,1,131
13425,The First Philosophers: The Presocratics and Sophists,Zeno Of Elea,3.95,0192824546,9780192824547,eng,400,356,17,11/30/2000,Oxford University Press,3307,1,131
13440,Skeleton Crew,Stephen King,3.96,0751504386,9780751504385,eng,612,97092,1186,5/13/1993,Warner Books (NY),1358,1,205
13442,Night Shift,Stephen King,4.0,0385129912,9780385129916,eng,344,486,56,10/1/1993,Doubleday Books,1358,1,204
13444,The Talisman,Stephen King,4.13,0670691992,9780670691999,eng,646,1259,131,11/8/1984,Viking; G. P. Putnam & Sons,1358,1,975
13444,The Talisman,Peter Straub,4.13,0670691992,9780670691999,eng,646,1259,131,11/8/1984,Viking; G. P. Putnam & Sons,2678,1,975
13446,El retrato de Rose Madder,Stephen King,3.7,0307376583,9780307376589,spa,496,218,30,10/3/2006,DeBolsillo,1358,3,616
13446,El retrato de Rose Madder,Bettina Blanch Tyroller,3.7,0307376583,9780307376589,spa,496,218,30,10/3/2006,DeBolsillo,2665,3,616
13448,The Dark Half,Stephen King,3.77,5550707004,9785550707005,eng,431,103,16,11/1/1989,Viking Books,1358,1,275
13449,La Milla Verde,Stephen King,4.44,0743233603,9780743233606,spa,448,9,1,3/26/2002,Firebird Books,1358,3,976
13449,La Milla Verde,María Eugenia Ciocchini Suárez,4.44,0743233603,9780743233606,spa,448,9,1,3/26/2002,Firebird Books,3308,3,976
13451,Storm of the Century,Stephen King,3.92,067103264X,9780671032647,eng,376,18255,266,2/1/1999,Pocket,1358,1,168
13460,Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh,4.15,0618195637,9780618195633,eng,64,906,171,3/11/2002,HMH Books for Young Readers,3309,1,103
13460,Girls Think of Everything: Stories of Ingenious Inventions by Women,Melissa Sweet,4.15,0618195637,9780618195633,eng,64,906,171,3/11/2002,HMH Books for Young Readers,3310,1,103
13462,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,0743222334,9780743222334,eng,368,693,58,6/6/2005,Atria Books,3311,1,74
13463,The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,3.85,0440508827,9780440508823,eng,288,327,16,6/15/1999,Dell,3312,1,337
13467,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,0142001341,9780142001349,eng,160,269,40,2/25/2003,Penguin Books,3313,1,55
13469,What You Think of Me Is None of My Business,Terry Cole-Whittaker,4.1,051509479X,9780515094794,eng,208,203,25,4/1/1988,Berkley Books (NY),3314,1,176
13470,Think on These Things,Jiddu Krishnamurti,4.36,0060916095,9780060916091,eng,258,2509,137,10/11/1989,HarperOne,3315,1,158
13470,Think on These Things,D. Rajagopal,4.36,0060916095,9780060916091,eng,258,2509,137,10/11/1989,HarperOne,3316,1,158
13484,Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Pam Johnson-Bennett,4.06,0965013014,9780965013017,eng,413,543,69,1/24/2000,Penguin Books,3317,1,55
13485,Think Like a Guy: How to Get a Guy by Thinking Like One,Giuliana Depandi,3.15,0312354371,9780312354374,eng,172,115,23,6/27/2006,St. Martin's Griffin,3318,1,377
13486,How to Think Theologically,Howard W. Stone,3.67,0800638182,9780800638184,eng,142,235,22,1/1/2006,Fortress Press,3319,1,977
13486,How to Think Theologically,James O. Duke,3.67,0800638182,9780800638184,eng,142,235,22,1/1/2006,Fortress Press,3320,1,977
13487,JoJo's Bizarre Adventure  Vol. 6 (Stardust Crusaders  #6),Hirohiko Araki,4.36,1421506556,9781421506555,eng,208,309,7,12/5/2006,VIZ Media,3321,1,159
13488,JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),Hirohiko Araki,4.45,142150653X,9781421506531,eng,208,450,8,6/6/2006,VIZ Media,3321,1,159
13489,JoJo's Bizarre Adventure  Vol. 5 (Stardust Crusaders  #5),Hirohiko Araki,4.41,1421506548,9781421506548,eng,208,363,5,9/5/2006,VIZ Media,3321,1,159
13490,JoJo's Bizarre Adventure  Vol. 7 (Stardust Crusaders  #7),Hirohiko Araki,4.42,1421510782,9781421510781,eng,208,339,5,4/3/2007,VIZ Media,3321,1,159
13492,Jojo's Bizarre Adventure  Tome 4: Dans la salle du dragon à deux têtes (Phantom Blood  #4),Hirohiko Araki,3.97,2290318043,9782290318041,fre,180,129,3,4/29/2002,J'ai Lu,3321,2,712
13493,JoJo's Bizarre Adventure  Vol. 8 (Stardust Crusaders  #8),Hirohiko Araki,4.46,1421510790,9781421510798,eng,208,303,5,8/7/2007,VIZ Media,3321,1,159
13494,Jojo's Bizarre Adventure  Tome 17: L'Amoureux terrible (Stardust Crusaders  #5),Hirohiko Araki,4.41,2290328308,9782290328309,fre,202,2,1,5/23/2003,J'ai Lu,3321,2,712
13494,Jojo's Bizarre Adventure  Tome 17: L'Amoureux terrible (Stardust Crusaders  #5),Hirohiko Araki,4.41,2290328308,9782290328309,fre,202,2,1,5/23/2003,J'ai Lu,3321,2,712
13495,Jojo's Bizarre Adventure  Tome 6: Jojo contre la forme de vie ultime (Battle Tendency  #1),Hirohiko Araki,4.18,2290318493,9782290318492,fre,198,122,2,6/26/2002,J'ai Lu,3321,2,712
13500,Fevre Dream,George R.R. Martin,3.86,067145577X,9780671455774,eng,350,127,25,1/1/1982,Poseidon Press,2663,1,978
13501,The Hedge Knight (The Tales of Dunk and Egg  #1),Ben Avery,4.14,097640110X,9780976401100,eng,164,15977,415,2/23/2005,Dabel Brothers Publishing,3322,1,979
13501,The Hedge Knight (The Tales of Dunk and Egg  #1),Mike S. Miller,4.14,097640110X,9780976401100,eng,164,15977,415,2/23/2005,Dabel Brothers Publishing,3323,1,979
13501,The Hedge Knight (The Tales of Dunk and Egg  #1),George R.R. Martin,4.14,097640110X,9780976401100,eng,164,15977,415,2/23/2005,Dabel Brothers Publishing,2663,1,979
13501,The Hedge Knight (The Tales of Dunk and Egg  #1),Mike Crowell,4.14,097640110X,9780976401100,eng,164,15977,415,2/23/2005,Dabel Brothers Publishing,3324,1,979
13504,A Clash of Kings (A Song of Ice and Fire  #2),George R.R. Martin,4.41,073930870X,9780739308707,eng,0,113,12,2/17/2004,Random House,2663,1,6
13504,A Clash of Kings (A Song of Ice and Fire  #2),Roy Dotrice,4.41,073930870X,9780739308707,eng,0,113,12,2/17/2004,Random House,3325,1,6
13505,Tuf Voyaging,George R.R. Martin,4.1,1592220045,9781592220045,eng,448,62,7,11/10/2004,Meisha Merlin Publishing,2663,1,980
13506,Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,Charles De Lint,4.12,0312869592,9780312869595,eng,412,3685,95,9/5/2000,St. Martins Press,3326,1,397
13508,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,3.96,156584100X,9781565841000,eng,384,402,55,8/4/1995,The New Press,3327,1,17
13509,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,James W. Loewen,4.0,1565840089,9781565840089,eng,48,227,15,10/1/2006,The New Press,3327,1,17
13517,C.G. Jung and Hermann Hesse: A Book of Two Friendships,Miguel Serrano,4.02,3856305580,9783856305581,eng,142,405,21,1/1/1997,Daimon Verlag,3328,1,981
13519,The Journey to the East,Hermann Hesse,3.7,0312421680,9780312421687,eng,128,8071,360,2/1/2003,Picador,1623,1,112
13519,The Journey to the East,Hilda Rosner,3.7,0312421680,9780312421687,eng,128,8071,360,2/1/2003,Picador,3329,1,112
13521,Son of a Witch (The Wicked Years  #2),Gregory Maguire,3.47,0060747226,9780060747220,eng,352,52323,3023,9/26/2006,William Morrow Paperbacks,2703,1,9
13521,Son of a Witch (The Wicked Years  #2),Douglas Smith,3.47,0060747226,9780060747220,eng,352,52323,3023,9/26/2006,William Morrow Paperbacks,2704,1,9
13521,Son of a Witch (The Wicked Years  #2),Jelena Bojić,3.47,0060747226,9780060747220,eng,352,52323,3023,9/26/2006,William Morrow Paperbacks,3330,1,9
13529,March,Geraldine Brooks,3.75,0143036661,9780143036661,eng,280,49145,5344,1/31/2006,Penguin Books,1355,1,55
13530,Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Geraldine Brooks,3.85,0385483732,9780385483735,eng,240,1428,204,1/19/1999,Anchor Books,1355,1,195
13536,Jojo's Bizarre Adventure  Tome 1: Dio  L'envahisseur (Phantom Blood  #1),Hirohiko Araki,3.88,2290061247,9782290061244,fre,186,6,0,1/28/2002,J'ai Lu,3321,2,712
13538,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hirohiko Araki,4.42,2290329452,9782290329450,fre,200,3,1,7/15/2003,J'ai Lu,3321,2,712
13538,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hirohiko Araki,4.42,2290329452,9782290329450,fre,200,3,1,7/15/2003,J'ai Lu,3321,2,712
13540,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hirohiko Araki,4.41,2290328057,9782290328057,fre,189,4,2,2/25/2003,J'ai Lu,3321,2,712
13540,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hirohiko Araki,4.41,2290328057,9782290328057,fre,189,4,2,2/25/2003,J'ai Lu,3321,2,712
13541,Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),Hirohiko Araki,4.31,2290328022,9782290328026,fre,191,4,3,1/28/2003,J'ai Lu,3321,2,712
13541,Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),Hirohiko Araki,4.31,2290328022,9782290328026,fre,191,4,3,1/28/2003,J'ai Lu,3321,2,712
13543,Jojo's Bizarre Adventure  Tome 5: La dernière onde (Phantom Blood  #5),Hirohiko Araki,4.1,229031823X,9782290318232,fre,208,121,3,5/23/2002,J'ai Lu,3321,2,712
13544,Jojo's Bizarre Adventure  Tome 9: Ruée vers la falaise de la mort! (Battle Tendency  #4),Hirohiko Araki,4.27,2290319368,9782290319369,fre,192,91,2,9/27/2002,J'ai Lu,3321,2,712
13545,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Hirohiko Araki,4.36,2290328316,9782290328316,fre,188,2,1,6/27/2003,J'ai Lu,3321,2,712
13545,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Hirohiko Araki,4.36,2290328316,9782290328316,fre,188,2,1,6/27/2003,J'ai Lu,3321,2,712
13546,Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),Hirohiko Araki,4.39,2290320102,9782290320105,fre,185,94,1,11/26/2002,J'ai Lu,3321,2,712
13547,Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),Hirohiko Araki,4.45,2290328294,9782290328293,fre,207,3,1,4/29/2003,J'ai Lu,3321,2,712
13547,Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),Hirohiko Araki,4.45,2290328294,9782290328293,fre,207,3,1,4/29/2003,J'ai Lu,3321,2,712
13548,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Hirohiko Araki,4.44,2290328227,9782290328224,fre,202,4,2,3/25/2003,J'ai Lu,3321,2,712
13548,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Hirohiko Araki,4.44,2290328227,9782290328224,fre,202,4,2,3/25/2003,J'ai Lu,3321,2,712
13549,From Far Away  Vol. 12,Kyoko Hikawa,4.43,1421505398,9781421505398,eng,208,909,15,9/12/2006,VIZ Media,3331,1,159
13549,From Far Away  Vol. 12,Yuko Sawada,4.43,1421505398,9781421505398,eng,208,909,15,9/12/2006,VIZ Media,3332,1,159
13549,From Far Away  Vol. 12,Freeman Wong,4.43,1421505398,9781421505398,eng,208,909,15,9/12/2006,VIZ Media,3333,1,159
13550,From Far Away  Vol. 13,Kyoko Hikawa,4.48,1421505401,9781421505404,eng,208,897,17,11/14/2006,VIZ Media,3331,1,159
13550,From Far Away  Vol. 13,Yuko Sawada,4.48,1421505401,9781421505404,eng,208,897,17,11/14/2006,VIZ Media,3332,1,159
13550,From Far Away  Vol. 13,Freeman Wong,4.48,1421505401,9781421505404,eng,208,897,17,11/14/2006,VIZ Media,3333,1,159
13551,From Far Away  Vol. 14,Kyoko Hikawa,4.5,142150541X,9781421505411,eng,208,986,37,1/9/2007,VIZ Media,3331,1,159
13551,From Far Away  Vol. 14,Yuko Sawada,4.5,142150541X,9781421505411,eng,208,986,37,1/9/2007,VIZ Media,3332,1,159
13551,From Far Away  Vol. 14,Freeman Wong,4.5,142150541X,9781421505411,eng,208,986,37,1/9/2007,VIZ Media,3333,1,159
13552,Very Far Away from Anywhere Else,Ursula K. Le Guin,3.91,0152052089,9780152052089,eng,133,1756,176,10/1/2004,HMH Books for Young Readers,749,1,103
13557,Vagabond  Volume 20,Takehiko Inoue,4.41,1591165830,9781591165835,eng,224,513,12,3/15/2005,VIZ Media,3334,1,159
13562,彼方から 13,Kyoko Hikawa,4.48,4592175433,9784592175438,jpn,178,19,0,8/10/2002,Hakusen Sha,3331,8,982
13568,Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,Clamp,4.28,0345485289,9780345485281,eng,183,2728,35,10/31/2006,Del Rey,3335,1,97
13568,Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,William Flanagan,4.28,0345485289,9780345485281,eng,183,2728,35,10/31/2006,Del Rey,3336,1,97
13569,Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,Clamp,4.28,0345471830,9780345471833,eng,196,5616,65,10/26/2004,Del Rey,3335,1,97
13569,Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,William Flanagan,4.28,0345471830,9780345471833,eng,196,5616,65,10/26/2004,Del Rey,3336,1,97
13570,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,Clamp,4.11,0345470575,9780345470577,eng,197,38296,396,4/27/2004,Del Rey,3335,1,97
13570,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,Anthony Gerard,4.11,0345470575,9780345470577,eng,197,38296,396,4/27/2004,Del Rey,3337,1,97
13571,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,Clamp,4.29,0345484304,9780345484307,eng,184,2765,38,7/25/2006,Del Rey,3335,1,97
13571,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,William Flanagan,4.29,0345484304,9780345484307,eng,184,2765,38,7/25/2006,Del Rey,3336,1,97
13575,Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,Clamp,4.27,0345484282,9780345484284,eng,194,2993,40,1/31/2006,Del Rey,3335,1,97
13575,Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,William Flanagan,4.27,0345484282,9780345484284,eng,194,2993,40,1/31/2006,Del Rey,3336,1,97
13576,Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,Clamp,4.3,0345477936,9780345477934,eng,193,3359,48,7/26/2005,Del Rey,3335,1,97
13576,Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,William Flanagan,4.3,0345477936,9780345477934,eng,193,3359,48,7/26/2005,Del Rey,3336,1,97
13577,Tsubasa: RESERVoir CHRoNiCLE  Vol. 04 (Tsubasa: RESERVoir CHRoNiCLE  #4),Clamp,4.28,034547791X,9780345477910,eng,192,4059,50,1/25/2005,Del Rey Books,3335,1,4
13577,Tsubasa: RESERVoir CHRoNiCLE  Vol. 04 (Tsubasa: RESERVoir CHRoNiCLE  #4),William Flanagan,4.28,034547791X,9780345477910,eng,192,4059,50,1/25/2005,Del Rey Books,3336,1,4
13578,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,Clamp,4.28,0345484290,9780345484291,eng,184,3052,41,4/25/2006,Del Rey,3335,1,97
13578,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,William Flanagan,4.28,0345484290,9780345484291,eng,184,3052,41,4/25/2006,Del Rey,3336,1,97
13579,Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,Clamp,4.31,0345485327,9780345485328,eng,184,2683,38,1/30/2007,Del Rey,3335,1,97
13579,Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,William Flanagan,4.31,0345485327,9780345485328,eng,184,2683,38,1/30/2007,Del Rey,3336,1,97
13583,ツバサ-RESERVoir CHRoNiCLE- 4,Clamp,4.28,4063633381,9784063633382,jpn,186,6,2,2/17/2004,講談社,3335,8,983
13584,ツバサ-RESERVoir CHRoNiCLE- 6,Clamp,4.3,4063633934,9784063633931,jpn,186,5,1,6/17/2004,講談社,3335,8,983
13585,ツバサ-RESERVoir CHRoNiCLE- 3,Clamp,4.28,4063633225,9784063633221,jpn,190,7,1,12/17/2003,講談社,3335,8,983
13586,ツバサ-RESERVoir CHRoNiCLE- 7,Clamp,4.29,4063634167,9784063634167,jpn,188,5,2,8/17/2004,講談社,3335,8,983
13587,ツバサ-RESERVoir CHRoNiCLE- 8,Clamp,4.27,4063634523,9784063634525,jpn,187,4,0,11/17/2004,講談社,3335,8,983
13588,Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Yumi Hotta,4.26,1421506416,9781421506418,eng,205,1144,18,7/5/2006,VIZ Media,3338,1,159
13588,Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Takeshi Obata,4.26,1421506416,9781421506418,eng,205,1144,18,7/5/2006,VIZ Media,862,1,159
13589,Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),Yumi Hotta,4.22,1421506424,9781421506425,eng,205,985,15,11/7/2006,VIZ Media,3338,1,159
13589,Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),Takeshi Obata,4.22,1421506424,9781421506425,eng,205,985,15,11/7/2006,VIZ Media,862,1,159
13590,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta,4.1,159116222X,9781591162223,eng,187,8921,207,5/19/2004,VIZ Media,3338,1,159
13590,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Takeshi Obata,4.1,159116222X,9781591162223,eng,187,8921,207,5/19/2004,VIZ Media,862,1,159
13591,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yumi Hotta,4.27,1421510669,9781421510668,eng,207,1012,21,4/3/2007,VIZ Media,3338,1,159
13591,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Takeshi Obata,4.27,1421510669,9781421510668,eng,207,1012,21,4/3/2007,VIZ Media,862,1,159
13591,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yukari Umezawa,4.27,1421510669,9781421510668,eng,207,1012,21,4/3/2007,VIZ Media,3339,1,159
13592,Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta,4.28,1421510677,9781421510675,eng,203,953,20,8/7/2007,VIZ Media,3338,1,159
13592,Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Takeshi Obata,4.28,1421510677,9781421510675,eng,203,953,20,8/7/2007,VIZ Media,862,1,159
13593,ヒカルの碁 18、番外編,Yumi Hotta,4.11,4088732898,9784088732893,jpn,211,275,7,8/2/2002,集英社,3338,8,351
13593,ヒカルの碁 18、番外編,Yumi Hotta,4.11,4088732898,9784088732893,jpn,211,275,7,8/2/2002,集英社,3338,8,351
13594,ヒカルの碁 23、あなたに呼びかけている,Yumi Hotta,4.22,4088735048,9784088735047,jpn,198,61,5,9/4/2003,集英社,3338,8,351
13594,ヒカルの碁 23、あなたに呼びかけている,Yumi Hotta,4.22,4088735048,9784088735047,jpn,198,61,5,9/4/2003,集英社,3338,8,351
13595,ヒカルの碁 7、若獅子戦,Yumi Hotta,4.26,4088728734,9784088728735,jpn,208,9,2,6/7/2000,集英社,3338,8,351
13595,ヒカルの碁 7、若獅子戦,Yumi Hotta,4.26,4088728734,9784088728735,jpn,208,9,2,6/7/2000,集英社,3338,8,351
13596,ヒカルの碁 15、さよなら,Yumi Hotta,4.25,4088732154,9784088732152,jpn,211,289,8,12/24/2001,集英社,3338,8,351
13596,ヒカルの碁 15、さよなら,Yumi Hotta,4.25,4088732154,9784088732152,jpn,211,289,8,12/24/2001,集英社,3338,8,351
13598,ヒカルの碁 13、プロ第一戦,Yumi Hotta,4.26,4088731441,9784088731445,jpn,195,11,2,8/8/2001,集英社,3338,8,351
13598,ヒカルの碁 13、プロ第一戦,Yumi Hotta,4.26,4088731441,9784088731445,jpn,195,11,2,8/8/2001,集英社,3338,8,351
13600,ヒカルの碁 14、sai vs toya koyo,Yumi Hotta,4.23,4088731697,9784088731698,jpn,189,331,6,10/9/2001,集英社,3338,8,351
13600,ヒカルの碁 14、sai vs toya koyo,Yumi Hotta,4.23,4088731697,9784088731698,jpn,189,331,6,10/9/2001,集英社,3338,8,351
13602,ヒカルの碁 16、中国棋院,Yumi Hotta,4.15,4088732324,9784088732329,jpn,191,282,7,3/4/2002,集英社,3338,8,351
13602,ヒカルの碁 16、中国棋院,Yumi Hotta,4.15,4088732324,9784088732329,jpn,191,282,7,3/4/2002,集英社,3338,8,351
13603,ヒカルの碁 6、院生試験,Yumi Hotta,4.22,4088728491,9784088728490,jpn,211,8,2,4/9/2000,集英社,3338,8,351
13603,ヒカルの碁 6、院生試験,Takeshi Obata,4.22,4088728491,9784088728490,jpn,211,8,2,4/9/2000,集英社,862,8,351
13608,ヒカルの碁 9、本戦開始,Yumi Hotta,4.27,4088730224,9784088730226,jpn,207,9,2,10/9/2000,集英社,3338,8,351
13608,ヒカルの碁 9、本戦開始,Yumi Hotta,4.27,4088730224,9784088730226,jpn,207,9,2,10/9/2000,集英社,3338,8,351
13609,ヒカルの碁 22、打倒高永夏,Yumi Hotta,4.21,4088734327,9784088734323,jpn,189,329,5,6/4/2003,集英社,3338,8,351
13609,ヒカルの碁 22、打倒高永夏,Yumi Hotta,4.21,4088734327,9784088734323,jpn,189,329,5,6/4/2003,集英社,3338,8,351
13611,ヒカルの碁 12、新初段シリーズ,Yumi Hotta,4.24,4088731107,9784088731100,jpn,189,9,2,5/6/2001,集英社,3338,8,351
13611,ヒカルの碁 12、新初段シリーズ,Yumi Hotta,4.24,4088731107,9784088731100,jpn,189,9,2,5/6/2001,集英社,3338,8,351
13614,Death Note  Vol. 8: Target (Death Note  #8),Tsugumi Ohba,4.26,1421506297,9781421506296,eng,201,16983,428,11/7/2006,VIZ Media,861,1,159
13614,Death Note  Vol. 8: Target (Death Note  #8),Takeshi Obata,4.26,1421506297,9781421506296,eng,201,16983,428,11/7/2006,VIZ Media,862,1,159
13614,Death Note  Vol. 8: Target (Death Note  #8),Tetsuichiro Miyaki,4.26,1421506297,9781421506296,eng,201,16983,428,11/7/2006,VIZ Media,3340,1,159
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba,4.43,1421501686,9781421501680,eng,195,174482,3010,10/10/2005,VIZ Media,861,1,159
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Takeshi Obata,4.43,1421501686,9781421501680,eng,195,174482,3010,10/10/2005,VIZ Media,862,1,159
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Pookie Rolf,4.43,1421501686,9781421501680,eng,195,174482,3010,10/10/2005,VIZ Media,3341,1,159
13616,Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba,4.39,142150331X,9781421503318,eng,204,21653,690,3/7/2006,VIZ Media,861,1,159
13616,Death Note  Vol. 4: Love (Death Note  #4),Alexis Kirsch,4.39,142150331X,9781421503318,eng,204,21653,690,3/7/2006,VIZ Media,3342,1,159
13617,Death Note  Vol. 5: Whiteout (Death Note  #5),Tsugumi Ohba,4.34,1421506262,9781421506265,eng,201,19274,583,5/2/2006,VIZ Media,861,1,159
13617,Death Note  Vol. 5: Whiteout (Death Note  #5),Takeshi Obata,4.34,1421506262,9781421506265,eng,201,19274,583,5/2/2006,VIZ Media,862,1,159
13617,Death Note  Vol. 5: Whiteout (Death Note  #5),Alexis Kirsch,4.34,1421506262,9781421506265,eng,201,19274,583,5/2/2006,VIZ Media,3342,1,159
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba,4.43,1421501708,9781421501703,eng,200,22435,741,1/3/2006,VIZ Media,861,1,159
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Takeshi Obata,4.43,1421501708,9781421501703,eng,200,22435,741,1/3/2006,VIZ Media,862,1,159
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Pookie Rolf,4.43,1421501708,9781421501703,eng,200,22435,741,1/3/2006,VIZ Media,3341,1,159
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba,4.43,1421501694,9781421501697,eng,197,25578,948,11/1/2005,VIZ Media,861,1,159
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Takeshi Obata,4.43,1421501694,9781421501697,eng,197,25578,948,11/1/2005,VIZ Media,862,1,159
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Pookie Rolf,4.43,1421501694,9781421501697,eng,197,25578,948,11/1/2005,VIZ Media,3341,1,159
13620,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Tsugumi Ohba,4.39,1421506270,9781421506272,eng,215,18291,491,7/5/2006,VIZ Media,861,1,159
13620,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Takeshi Obata,4.39,1421506270,9781421506272,eng,215,18291,491,7/5/2006,VIZ Media,862,1,159
13620,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Alexis Kirsch,4.39,1421506270,9781421506272,eng,215,18291,491,7/5/2006,VIZ Media,3342,1,159
13621,Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba,4.43,1421506289,9781421506289,eng,211,18321,586,9/5/2006,VIZ Media,861,1,159
